title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes
sisters,Uni.,87000000.0,18000000,2015,tt1850457,sisters,sisters,2015,118.0,comedy,6.0,58994
vacation,WB (NL),58900000.0,46000000,2015,tt1524930,vacation,vacation,2015,99.0,"adventure,comedy",6.1,87582
chappie,Sony,31600000.0,70500000,2015,tt1823672,chappie,chappie,2015,120.0,"action,crime,drama",6.8,213733
joy,Fox,56500000.0,44700000,2015,tt2446980,joy,joy,2015,124.0,drama,6.6,118086
black mass,WB,62600000.0,37200000,2015,tt1355683,black mass,black mass,2015,123.0,"biography,crime,drama",6.9,155847
the visit,Uni.,65200000.0,33200000,2015,tt3567288,the visit,the visit,2015,94.0,"horror,mystery,thriller",6.2,102459
spotlight,ORF,45100000.0,53200000,2015,tt1895587,spotlight,spotlight,2015,129.0,"crime,drama",8.1,365110
in the heart of the sea,WB,25000000.0,68900000,2015,tt1390411,in the heart of the sea,in the heart of the sea,2015,122.0,"action,adventure,biography",6.9,108628
southpaw,Wein.,52400000.0,39500000,2015,tt1798684,southpaw,southpaw,2015,124.0,"drama,sport",7.4,199783
the second best exotic marigold hotel,FoxS,33100000.0,52900000,2015,tt2555736,the second best exotic marigold hotel,the second best exotic marigold hotel,2015,122.0,"comedy,drama",6.6,28931
paper towns,Fox,32000000.0,53500000,2015,tt3622592,paper towns,paper towns,2015,109.0,"comedy,drama,mystery",6.3,87742
sicario,LGF,46900000.0,38000000,2015,tt3397884,sicario,sicario,2015,121.0,"action,crime,drama",7.6,328548
hitman: agent 47,Fox,22500000.0,59900000,2015,tt2679042,hitman: agent 47,hitman: agent 47,2015,96.0,"action,adventure,crime",5.7,80510
the wedding ringer,SGem,64500000.0,15300000,2015,tt0884732,the wedding ringer,the wedding ringer,2015,101.0,comedy,6.7,66893
paranormal activity: the ghost dimension,Par.,18300000.0,60600000,2015,tt2473510,paranormal activity: the ghost dimension,paranormal activity: the ghost dimension,2015,88.0,"horror,mystery,thriller",4.6,22361
crimson peak,Uni.,31100000.0,43600000,2015,tt2554274,crimson peak,crimson peak,2015,119.0,"drama,fantasy,horror",6.5,119287
the transporter refueled,EC,16000000.0,56600000,2015,tt2938956,the transporter refueled,the transporter refueled,2015,96.0,"action,adventure,crime",5.2,36201
run all night,WB,26500000.0,45200000,2015,tt2199571,run all night,run all night,2015,114.0,"action,drama,thriller",6.6,94131
the age of adaline,LGF,42600000.0,23000000,2015,tt1655441,the age of adaline,the age of adaline,2015,112.0,"drama,fantasy,romance",7.2,138924
the danish girl,Focus,11100000.0,53100000,2015,tt0810819,the danish girl,the danish girl,2015,119.0,"biography,drama,romance",7.1,146873
unfriended,Uni.,32500000.0,31600000,2015,tt3713166,unfriended,unfriended,2014,83.0,"horror,mystery,thriller",5.6,62043
the longest ride,Fox,37400000.0,25500000,2015,tt2726560,the longest ride,the longest ride,2015,123.0,"drama,romance",7.1,70327
brooklyn,FoxS,38300000.0,23800000,2015,tt2381111,brooklyn,brooklyn,2015,117.0,"drama,romance",7.5,117021
dragon ball z: resurrection 'f',FUN,8000000.0,53800000,2015,tt3819668,dragon ball z: resurrection 'f',dragon ball z: doragon bôru z - fukkatsu no 'f',2015,93.0,"action,adventure,animation",7.3,18286
woman in gold,Wein.,33299999.0,28300000,2015,tt2404425,woman in gold,woman in gold,2015,109.0,"biography,drama,history",7.3,48501
krampus,Uni.,42700000.0,18800000,2015,tt3850590,krampus,krampus,2015,98.0,"comedy,fantasy,horror",6.2,55400
the perfect guy,SGem,57000000.0,3200000,2015,tt3862750,the perfect guy,the perfect guy,2015,100.0,"crime,drama,horror",5.6,8998
no escape,Wein.,27300000.0,27100000,2015,tt1781922,no escape,no escape,2015,103.0,"action,thriller",6.8,70222
sinister 2,Focus,27700000.0,25100000,2015,tt2752772,sinister 2,sinister 2,2015,97.0,"horror,mystery,thriller",5.3,41782
the boy next door,Uni.,35400000.0,17000000,2015,tt3181822,the boy next door,the boy next door,2015,91.0,"horror,thriller",4.7,34816
the night before,Sony,43000000.0,9300000,2015,tt3530002,the night before,the night before,2015,101.0,"adventure,comedy,fantasy",6.4,58455
hot pursuit,WB (NL),34600000.0,17100000,2015,tt2967224,hot pursuit,hot pursuit,2015,87.0,"action,comedy,crime",5.1,44723
the himalayas,CJ,697000.0,49800000,2015,tt4253360,the himalayas,himalaya,2015,124.0,"adventure,biography,drama",6.4,779
entourage,WB,32400000.0,16900000,2015,tt1674771,entourage,entourage,2015,104.0,comedy,6.6,71519
the woman in black 2: angel of death,Rela.,26500000.0,22400000,2015,tt2339741,the woman in black 2: angel of death,the woman in black 2: angel of death,2014,98.0,"drama,horror,thriller",4.9,24592
mortdecai,LGF,7700000.0,39600000,2015,tt3045616,mortdecai,mortdecai,2015,107.0,"action,comedy,crime",5.5,61366
"mcfarland, usa",BV,44500000.0,1200000,2015,tt2097298,"mcfarland, usa","mcfarland, usa",2015,129.0,"biography,drama,sport",7.4,31735
still alice,SPC,18800000.0,25100000,2015,tt3316960,still alice,still alice,2014,101.0,drama,7.5,116832
the duff,LGF,34000000.0,9500000,2015,tt1666801,the duff,the duff,2015,101.0,"comedy,romance",6.5,74486
legend,Uni.,1900000.0,41100000,2015,tt3555036,legend,legend,2014,168.0,"action,drama",6.5,1568
legend,Uni.,1900000.0,41100000,2015,tt3569230,legend,legend,2015,132.0,"biography,crime,drama",7.0,138947
the gallows,WB (NL),22800000.0,20200000,2015,tt2309260,the gallows,the gallows,2015,81.0,"horror,mystery,thriller",4.2,17763
love the coopers,LGF,26300000.0,16100000,2015,tt2279339,love the coopers,love the coopers,2015,107.0,"comedy,fantasy,romance",5.8,18018
the lady in the van,SPC,10000000.0,31400000,2015,tt3722070,the lady in the van,the lady in the van,2015,104.0,"biography,comedy,drama",6.7,23105
ricki and the flash,TriS,26800000.0,14500000,2015,tt3623726,ricki and the flash,ricki and the flash,2015,101.0,"comedy,drama,music",5.9,20932
carol,Wein.,12700000.0,27600000,2015,tt2402927,carol,carol,2015,118.0,"drama,romance",7.2,100680
the lazarus effect,Rela.,25800000.0,12600000,2015,tt2918436,the lazarus effect,the lazarus effect,2015,83.0,"horror,mystery,sci-fi",5.2,37675
the water diviner,WB,4200000.0,34000000,2015,tt3007512,the water diviner,the water diviner,2014,111.0,"drama,history,war",7.1,66595
a walk in the woods,BG,29500000.0,8000000,2015,tt1178665,a walk in the woods,a walk in the woods,2015,104.0,"adventure,biography,comedy",6.3,22033
ex machina,A24,25400000.0,11400000,2015,tt0470752,ex machina,ex machina,2014,108.0,"drama,mystery,sci-fi",7.7,424542
burnt,Wein.,13700000.0,23000000,2015,tt2503944,burnt,burnt,2015,101.0,"comedy,drama",6.6,95988
room,A24,14700000.0,20700000,2015,tt3170832,room,room,2015,118.0,"drama,thriller",8.2,316791
steve jobs,Uni.,17800000.0,16700000,2015,tt2080374,steve jobs,steve jobs,2015,122.0,"biography,drama",7.2,138668
victor frankenstein,Fox,5800000.0,28500000,2015,tt1976009,victor frankenstein,victor frankenstein,2015,110.0,"drama,horror,sci-fi",6.0,47492
project almanac,Par.,22300000.0,10900000,2015,tt2436386,project almanac,project almanac,2015,106.0,"drama,mystery,sci-fi",6.4,71500
self/less,Focus,12300000.0,18200000,2015,tt2140379,self/less,self/less,2015,117.0,"action,mystery,sci-fi",6.5,80743
far from the madding crowd,FoxS,12200000.0,18000000,2015,tt2935476,far from the madding crowd,far from the madding crowd,2015,119.0,"drama,romance",7.1,41099
mr. holmes,RAtt.,17700000.0,11600000,2015,tt3168230,mr. holmes,mr. holmes,2015,104.0,"drama,mystery",6.9,57976
love & mercy,RAtt.,12600000.0,16100000,2015,tt0903657,love & mercy,love & mercy,2014,121.0,"biography,drama,music",7.4,32238
irrational man,SPC,4000000.0,23400000,2015,tt3715320,irrational man,irrational man,2015,95.0,"comedy,drama",6.6,50303
american ultra,LGF,14400000.0,12700000,2015,tt3316948,american ultra,american ultra,2015,96.0,"action,comedy,sci-fi",6.1,76769
wild tales,SPC,3100000.0,23900000,2015,tt3011894,wild tales,relatos salvajes,2014,122.0,"comedy,drama,thriller",8.1,151123
aloha,Sony,21100000.0,5200000,2015,tt1243974,aloha,aloha,2015,105.0,"comedy,drama,romance",5.4,54646
"love, rosie",TFA,20400.0,25600000,2015,tt1638002,"love, rosie","love, rosie",2014,102.0,"comedy,romance",7.2,104983
the 33,WB,12200000.0,12700000,2015,tt2006295,the 33,the 33,2015,127.0,"biography,drama,history",6.9,32263
capture the flag,Par.,6700.0,24600000,2015,tt3896100,capture the flag,atrapa la bandera,2015,94.0,"adventure,animation,comedy",5.9,3121
the gunman,ORF,10700000.0,13500000,2015,tt2515034,the gunman,the gunman,2015,115.0,"action,crime,drama",5.8,36053
go away mr. tumor,CL,287000.0,21500000,2015,tt4819514,go away mr. tumor,gun dan ba! zhong liu jun,2015,85.0,"comedy,romance",6.6,878
blackhat,Uni.,8000000.0,11600000,2015,tt2717822,blackhat,blackhat,2015,133.0,"action,crime,thriller",5.4,48427
dope,ORF,17500000.0,480000,2015,tt3850214,dope,dope,2015,103.0,"comedy,crime,drama",7.2,76557
while we're young,A24,7600000.0,9700000,2015,tt1791682,while we're young,while we're young,2014,97.0,"comedy,drama,mystery",6.3,41327
monkey kingdom,BV,16399999.0,711000,2015,tt3660770,monkey kingdom,monkey kingdom,2015,81.0,documentary,7.3,3400
scouts guide to the zombie apocalypse,Par.,3700000.0,12400000,2015,tt1727776,scouts guide to the zombie apocalypse,scouts guide to the zombie apocalypse,2015,93.0,"action,comedy,horror",6.3,40479
suffragette,Focus,4700000.0,11300000,2015,tt3077214,suffragette,suffragette,2015,106.0,"biography,drama,history",6.9,34306
unfinished business,Fox,10200000.0,4200000,2015,tt2358925,unfinished business,unfinished business,2015,91.0,"comedy,drama",5.4,29004
do you believe?,PFR,13000000.0,1400000,2015,tt4056738,do you believe?,do you believe?,2015,120.0,drama,6.1,6462
strange magic,BV,12400000.0,1200000,2015,tt4191054,strange magic,strange magic,2015,99.0,"adventure,animation,comedy",5.8,9292
hot tub time machine 2,Par.,12300000.0,767000,2015,tt2637294,hot tub time machine 2,hot tub time machine 2,2015,93.0,"comedy,mystery,sci-fi",5.1,34444
child 44,LG/S,1200000.0,11700000,2015,tt1014763,child 44,child 44,2015,137.0,"crime,drama,history",6.5,59477
we are your friends,WB,3600000.0,7500000,2015,tt3787590,we are your friends,we are your friends,2015,96.0,"drama,music,romance",6.2,32327
danny collins,BST,5600000.0,5200000,2015,tt1772288,danny collins,danny collins,2015,106.0,"biography,comedy,drama",7.0,27435
a little chaos,FCW,558000.0,9500000,2015,tt2639254,a little chaos,a little chaos,2014,112.0,"drama,romance",6.5,18290
the loft,ORF,6000000.0,4099999,2015,tt1850397,the loft,the loft,2014,108.0,"mystery,romance,thriller",6.3,46961
shanghai,Wein.,46400.0,9200000,2015,tt1092634,shanghai,shanghai,2010,105.0,"crime,drama,mystery",6.4,8662
shanghai,Wein.,46400.0,9200000,2015,tt2072227,shanghai,shanghai,2012,120.0,"crime,mystery,thriller",7.2,9047
me and earl and the dying girl,FoxS,6800000.0,2300000,2015,tt2582496,me and earl and the dying girl,me and earl and the dying girl,2015,105.0,"comedy,drama,romance",7.8,112627
shaandaar,FIP,522000.0,7800000,2015,tt4007558,shaandaar,shaandaar,2015,144.0,"comedy,drama,romance",3.7,4229
what we do in the shadows,U/P,3500000.0,2800000,2015,tt3416742,what we do in the shadows,what we do in the shadows,2014,86.0,"comedy,horror",7.7,126299
anomalisa,Par.,3800000.0,1900000,2015,tt2401878,anomalisa,anomalisa,2015,90.0,"animation,comedy,drama",7.3,58010
pawn sacrifice,BST,2400000.0,3100000,2015,tt1596345,pawn sacrifice,pawn sacrifice,2014,115.0,"biography,drama,sport",7.0,34942
serena,Magn.,176000.0,4900000,2015,tt1247690,serena,serena,2014,109.0,"drama,history,romance",5.4,24288
mr. x,FIP,45000.0,5000000,2015,tt3848938,mr. x,mr. x,2015,133.0,"action,crime,sci-fi",3.8,1515
trash,FCW,17500.0,4800000,2015,tt1921149,trash,trash,2014,114.0,"adventure,crime,drama",7.2,18690
hamari adhuri kahani,FIP,235000.0,4200000,2015,tt3483612,hamari adhuri kahani,hamari adhuri kahani,2015,129.0,"drama,romance",6.7,4643
escobar: paradise lost,RTWC,196000.0,3600000,2015,tt2515030,escobar: paradise lost,escobar: paradise lost,2014,120.0,"crime,drama,history",6.5,19419
by the sea,Uni.,538000.0,2800000,2015,tt3707106,by the sea,by the sea,2015,122.0,"drama,romance",5.3,16206
sleeping with other people,IFC,819000.0,2400000,2015,tt3165612,sleeping with other people,sleeping with other people,2015,101.0,"comedy,drama,romance",6.5,36105
jimmy's hall,SPC,561000.0,2600000,2015,tt3110960,jimmy's hall,jimmy's hall,2014,109.0,"biography,drama,history",6.7,5241
he named me malala,FoxS,2700000.0,97100,2015,tt3065132,he named me malala,he named me malala,2015,88.0,documentary,6.9,4167
jem and the holograms,Uni.,2200000.0,149000,2015,tt3614530,jem and the holograms,jem and the holograms,2015,118.0,"adventure,drama,family",4.1,6683
beloved sisters,MBox,54000.0,2200000,2015,tt2790236,beloved sisters,die geliebten schwestern,2014,138.0,"drama,history,romance",6.1,1284
the riot club,IFC,7700.0,2100000,2015,tt2717860,the riot club,the riot club,2014,107.0,"drama,thriller",6.0,19706
janis: little girl blue,FR,410000.0,1200000,2015,tt3707114,janis: little girl blue,janis: little girl blue,2015,103.0,"biography,documentary,music",7.4,4485
'71,RAtt.,1300000.0,355000,2015,tt2614684,'71,'71,2014,99.0,"action,drama,thriller",7.2,46103
maps to the stars,FCW,351000.0,988000,2015,tt2172584,maps to the stars,maps to the stars,2014,111.0,"comedy,drama",6.2,35049
cartel land,Orch.,704000.0,422000,2015,tt4126304,cartel land,cartel land,2015,100.0,documentary,7.4,16653
the d train,IFC,673000.0,102000,2015,tt2690138,the d train,the d train,2015,101.0,"comedy,drama",5.0,10066
captain america: civil war,BV,408100000.0,745200000,2016,tt3498820,captain america: civil war,captain america: civil war,2016,147.0,"action,adventure,sci-fi",7.8,583507
rogue one: a star wars story,BV,532200000.0,523900000,2016,tt3748528,rogue one: a star wars story,rogue one,2016,133.0,"action,adventure,sci-fi",7.8,478592
finding dory,BV,486300000.0,542300000,2016,tt2277860,finding dory,finding dory,2016,97.0,"adventure,animation,comedy",7.3,213542
zootopia,BV,341300000.0,682500000,2016,tt2948356,zootopia,zootopia,2016,108.0,"adventure,animation,comedy",8.0,383446
the secret life of pets,Uni.,368400000.0,507100000,2016,tt2709768,the secret life of pets,the secret life of pets,2016,87.0,"adventure,animation,comedy",6.5,161997
batman v superman: dawn of justice,WB,330400000.0,543300000,2016,tt2975590,batman v superman: dawn of justice,batman v superman: dawn of justice,2016,151.0,"action,adventure,fantasy",6.5,576909
fantastic beasts and where to find them,WB,234000000.0,580000000,2016,tt3183660,fantastic beasts and where to find them,fantastic beasts and where to find them,2016,132.0,"adventure,family,fantasy",7.3,365353
deadpool,Fox,363100000.0,420000000,2016,tt1431045,deadpool,deadpool,2016,108.0,"action,adventure,comedy",8.0,820847
suicide squad,WB,325100000.0,421700000,2016,tt1386697,suicide squad,suicide squad,2016,123.0,"action,adventure,fantasy",6.0,533039
doctor strange,BV,232600000.0,445100000,2016,tt1211837,doctor strange,doctor strange,2016,115.0,"action,adventure,fantasy",7.5,514510
moana,BV,248800000.0,394600000,2016,tt3521164,moana,moana,2016,107.0,"adventure,animation,comedy",7.6,224253
sing,Uni.,270400000.0,363800000,2016,tt3470600,sing,sing,2016,108.0,"animation,comedy,family",7.1,115951
x-men: apocalypse,Fox,155400000.0,388500000,2016,tt3385516,x-men: apocalypse,x-men: apocalypse,2016,144.0,"action,adventure,sci-fi",7.0,356556
kung fu panda 3,Fox,143500000.0,377600000,2016,tt2267968,kung fu panda 3,kung fu panda 3,2016,95.0,"action,adventure,animation",7.1,116166
la la land,LG/S,151100000.0,295000000,2016,tt3783958,la la land,la la land,2016,128.0,"comedy,drama,music",8.0,436070
warcraft,Uni.,47400000.0,386300000,2016,tt0803096,warcraft,warcraft,2016,123.0,"action,adventure,fantasy",6.9,225557
jason bourne,Uni.,162400000.0,253100000,2016,tt4196776,jason bourne,jason bourne,2016,123.0,"action,thriller",6.6,190596
ice age: collision course,Fox,64099999.0,344500000,2016,tt3416828,ice age: collision course,ice age: collision course,2016,94.0,"adventure,animation,comedy",5.7,48932
independence day: resurgence,Fox,103100000.0,286500000,2016,tt1628841,independence day: resurgence,independence day: resurgence,2016,120.0,"action,adventure,sci-fi",5.2,155344
monster hunt,FR,32800.0,385300000,2016,tt3781476,monster hunt,zhuo yao ji,2015,117.0,"action,adventure,comedy",6.1,4158
the legend of tarzan,WB,126600000.0,230100000,2016,tt0918940,the legend of tarzan,the legend of tarzan,2016,110.0,"action,adventure,drama",6.3,150154
the angry birds movie,Sony,107500000.0,244800000,2016,tt1985949,the angry birds movie,angry birds,2016,97.0,"action,animation,comedy",6.3,69624
trolls,Fox,153700000.0,193200000,2016,tt1679335,trolls,trolls,2016,92.0,"adventure,animation,comedy",6.5,63295
star trek beyond,Par.,158800000.0,184600000,2016,tt2660888,star trek beyond,star trek beyond,2016,122.0,"action,adventure,sci-fi",7.1,209844
now you see me 2,LG/S,65099999.0,269800000,2016,tt3110958,now you see me 2,now you see me 2,2016,129.0,"action,adventure,comedy",6.5,216219
the conjuring 2,WB (NL),102500000.0,217900000,2016,tt3065204,the conjuring 2,the conjuring 2,2016,134.0,"drama,horror,mystery",7.4,194543
dangal,UTV,12400000.0,290500000,2016,tt5074352,dangal,dangal,2016,161.0,"action,biography,drama",8.5,123638
alice through the looking glass,BV,77000000.0,222400000,2016,tt2567026,alice through the looking glass,alice through the looking glass,2016,113.0,"adventure,family,fantasy",6.2,79951
miss peregrine's home for peculiar children,Fox,87200000.0,209200000,2016,tt1935859,miss peregrine's home for peculiar children,miss peregrine's home for peculiar children,2016,127.0,"adventure,drama,fantasy",6.7,140619
teenage mutant ninja turtles: out of the shadows,Par.,82100000.0,163600000,2016,tt3949660,teenage mutant ninja turtles: out of the shadows,teenage mutant ninja turtles: out of the shadows,2016,112.0,"action,adventure,comedy",6.0,77234
